eps11,eps22,eps33,eps12,eps13,eps23,sig11,sig22,sig33,sig12,sig13,sig23,loading_case
1.0628234,-0.22959976,-0.22925243,9.66E-015,0.0000000000000688,0.00000000123,989.76385,165.42348,165.62375,-0.0000000000147,-0.0000000000814,0.00000000151,1
1.0666316,-0.22994995,-0.2296002,0.0000000000000477,0.0000000000000741,0.00000000166,993.7343,166.27345,166.46835,-0.0000000000729,-0.0000000000891,0.00000000314,1
1.0724243,-0.2304822,-0.23012088,0.000000000000293,-0.0000000000000563,-0.00000000594,999.6837,167.5375,167.72946,-0.000000000456,0.0000000000675,-0.0000000126,1
1.080979,-0.23127031,-0.23089898,-0.000000000000212,0.000000000000059,0.00000000302,1008.62994,169.423,169.61522,0.000000000349,-0.0000000000837,0.00000000317,1
1.0939088,-0.23246102,-0.23207621,-0.0000000000000845,0.00000000000101,-0.00000000202,1022.06415,172.22375,172.41962,0.000000000155,-0.00000000119,0.00000000149,1
1.113338,-0.23426105,-0.233838,0.00000000000127,0.000000000000463,0.00000000447,1042.2489,176.38766,176.57916,-0.00000000197,-0.000000000447,0.00000000609,1
1.1424516,-0.23695973,-0.23649053,-0.0000000000014,-0.00000000000923,-0.0000000042,1072.6633,182.50504,182.70813,0.00000000218,0.0000000107,-0.0000000492,1
1.1861356,-0.24103929,-0.24050264,0.00000000000165,-0.0000000000174,-0.0000000115,1118.3997,191.4432,191.64662,-0.00000000223,0.0000000196,0.0000000359,1
1.2048323,-0.24279457,-0.24223666,-0.00000000000171,0.00000000000801,-0.00000000074,1138.1104,195.1917,195.39278,0.00000000243,-0.0000000092,0.00000000386,1
-0.0000341,0.0000759,-0.0000341,4.31E-020,4.2E-019,0.000000000000298,-0.01914561,0.005611775,0.004451755,-0.000000000000175,0.00000000000144,0.0000000000114,2
-0.0000682,0.000151807,-0.0000682,3.37E-020,-1.7E-020,-0.00000000000477,-0.038296785,0.011217941,0.008898057,-0.0000000000000624,-0.0000000000000233,-0.0000000000117,2
-0.000119364,0.000265712,-0.000119351,-3.29E-019,2.12E-020,0.0000000000523,-0.06703435,0.01961727,0.015555919,0.00000000000048,0.0000000000000331,-0.000000000226,2
-0.000196104,0.000436648,-0.000196058,2.2E-020,1.49E-018,-0.000000000247,-0.11016507,0.03219452,0.025520697,0.0000000000000683,0.000000000000918,-0.0000000000349,2
-0.000311208,0.000693268,-0.000311101,-1.84E-018,3.56E-018,-0.000000000181,-0.17490947,0.051008772,0.04041119,0.00000000000101,0.00000000000132,-0.000000000751,2
